CODGEO;LIBGEO;EPCI;LIBEPCI
36091;Lacs;243600350;CC de la Châtre et Sainte-Sévère
36092;Langé;200040558;CC Écueillé-Valençay
36093;Levroux;243600293;CC Levroux Boischaut Champagne
36094;Lignac;200035137;CC Marche Occitane - Val d'Anglin
36095;Lignerolles;243600350;CC de la Châtre et Sainte-Sévère
36096;Lingé;243600343;CC Cœur de Brenne
36097;Liniez;200068880;CC Champagne Boischauts
36098;Lizeray;200068880;CC Champagne Boischauts
36099;Lourdoueix-Saint-Michel;200007052;CC de la Marche Berrichonne
36100;Lourouer-Saint-Laurent;243600350;CC de la Châtre et Sainte-Sévère
36101;Luant;243600327;CA Châteauroux Métropole
36102;Luçay-le-Libre;200068880;CC Champagne Boischauts
36103;Luçay-le-Mâle;200040558;CC Écueillé-Valençay
36104;Lurais;243600319;CC Brenne - Val de Creuse
36105;Lureuil;243600319;CC Brenne - Val de Creuse
36106;Luzeret;243600319;CC Brenne - Val de Creuse
36107;Lye;200040558;CC Écueillé-Valençay
36108;Lys-Saint-Georges;200018521;CC du Val de Bouzanne
36109;Le Magny;243600350;CC de la Châtre et Sainte-Sévère
36110;Maillet;200018521;CC du Val de Bouzanne
36111;Malicornay;200018521;CC du Val de Bouzanne
36112;Mâron;243600327;CA Châteauroux Métropole
36113;Martizay;243600343;CC Cœur de Brenne
36114;Mauvières;200035137;CC Marche Occitane - Val d'Anglin
36115;Menetou-sur-Nahon;243600202;CC Chabris - Pays de Bazelle
36116;Ménétréols-sous-Vatan;200068880;CC Champagne Boischauts
36117;Le Menoux;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36118;Méobecq;243600301;CC Val de l'Indre - Brenne
36119;Mérigny;243600319;CC Brenne - Val de Creuse
36120;Mers-sur-Indre;200018521;CC du Val de Bouzanne
36121;Meunet-Planches;200068880;CC Champagne Boischauts
36122;Meunet-sur-Vatan;200068880;CC Champagne Boischauts
36123;Mézières-en-Brenne;243600343;CC Cœur de Brenne
36124;Migné;243600343;CC Cœur de Brenne
36125;Migny;243600236;CC du Pays d'Issoudun
36126;Montchevrier;200007052;CC de la Marche Berrichonne
36127;Montgivray;243600350;CC de la Châtre et Sainte-Sévère
36128;Montierchaume;243600327;CA Châteauroux Métropole
36129;Montipouret;200018521;CC du Val de Bouzanne
36130;Montlevicq;243600350;CC de la Châtre et Sainte-Sévère
36131;Mosnay;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36132;La Motte-Feuilly;243600350;CC de la Châtre et Sainte-Sévère
36133;Mouhers;200018521;CC du Val de Bouzanne
36134;Mouhet;200035137;CC Marche Occitane - Val d'Anglin
36135;Moulins-sur-Céphons;243600293;CC Levroux Boischaut Champagne
36136;Murs;200035848;CC du Châtillonnais en Berry
36137;Néons-sur-Creuse;243600319;CC Brenne - Val de Creuse
36138;Néret;243600350;CC de la Châtre et Sainte-Sévère
36139;Neuillay-les-Bois;243600301;CC Val de l'Indre - Brenne
36140;Neuvy-Pailloux;200068880;CC Champagne Boischauts
36141;Neuvy-Saint-Sépulchre;200018521;CC du Val de Bouzanne
36142;Niherne;243600301;CC Val de l'Indre - Brenne
36143;Nohant-Vic;243600350;CC de la Châtre et Sainte-Sévère
36144;Nuret-le-Ferron;243600319;CC Brenne - Val de Creuse
36145;Obterre;243600343;CC Cœur de Brenne
36146;Orsennes;200007052;CC de la Marche Berrichonne
36147;Orville;243600202;CC Chabris - Pays de Bazelle
36148;Oulches;243600319;CC Brenne - Val de Creuse
36149;Palluau-sur-Indre;200035848;CC du Châtillonnais en Berry
36150;Parnac;200035137;CC Marche Occitane - Val d'Anglin
36152;Paudy;243600236;CC du Pays d'Issoudun
36153;Paulnay;243600343;CC Cœur de Brenne
36154;Le Pêchereau;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36155;Pellevoisin;200040558;CC Écueillé-Valençay
36156;Pérassay;243600350;CC de la Châtre et Sainte-Sévère
36157;La Pérouille;243600319;CC Brenne - Val de Creuse
36158;Badecon-le-Pin;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36159;Le Poinçonnet;243600327;CA Châteauroux Métropole
36160;Pommiers;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36161;Le Pont-Chrétien-Chabenet;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36162;Poulaines;243600202;CC Chabris - Pays de Bazelle
36163;Pouligny-Notre-Dame;243600350;CC de la Châtre et Sainte-Sévère
36164;Pouligny-Saint-Martin;243600350;CC de la Châtre et Sainte-Sévère
36165;Pouligny-Saint-Pierre;243600319;CC Brenne - Val de Creuse
36166;Préaux;200040558;CC Écueillé-Valençay
36167;Preuilly-la-Ville;243600319;CC Brenne - Val de Creuse
36168;Prissac;200035137;CC Marche Occitane - Val d'Anglin
36169;Pruniers;200068880;CC Champagne Boischauts
36170;Reboursin;200068880;CC Champagne Boischauts
36171;Reuilly;243600236;CC du Pays d'Issoudun
36172;Rivarennes;243600319;CC Brenne - Val de Creuse
36173;Rosnay;243600319;CC Brenne - Val de Creuse
36174;Roussines;200035137;CC Marche Occitane - Val d'Anglin
36175;Rouvres-les-Bois;243600293;CC Levroux Boischaut Champagne
36176;Ruffec;243600319;CC Brenne - Val de Creuse
36177;Sacierges-Saint-Martin;243600319;CC Brenne - Val de Creuse
36178;Saint-Aigny;243600319;CC Brenne - Val de Creuse
36179;Saint-Aoustrille;200068880;CC Champagne Boischauts
36180;Saint-Août;243600350;CC de la Châtre et Sainte-Sévère
36181;Saint-Aubin;200068880;CC Champagne Boischauts
36182;Saint-Benoît-du-Sault;200035137;CC Marche Occitane - Val d'Anglin
36184;Saint-Chartier;243600350;CC de la Châtre et Sainte-Sévère
36185;Saint-Christophe-en-Bazelle;243600202;CC Chabris - Pays de Bazelle
36186;Saint-Christophe-en-Boucherie;243600350;CC de la Châtre et Sainte-Sévère
36187;Saint-Civran;243600319;CC Brenne - Val de Creuse
36188;Saint-Cyran-du-Jambot;200035848;CC du Châtillonnais en Berry
36189;Saint-Denis-de-Jouhet;200007052;CC de la Marche Berrichonne
36190;Sainte-Fauste;200068880;CC Champagne Boischauts
36191;Saint-Florentin;200068880;CC Champagne Boischauts
36192;Saint-Gaultier;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36193;Sainte-Gemme;243600343;CC Cœur de Brenne
36194;Saint-Genou;243600301;CC Val de l'Indre - Brenne
36195;Saint-Georges-sur-Arnon;243600236;CC du Pays d'Issoudun
36196;Saint-Gilles;200035137;CC Marche Occitane - Val d'Anglin
36197;Saint-Hilaire-sur-Benaize;200035137;CC Marche Occitane - Val d'Anglin
36198;Saint-Lactencin;243600301;CC Val de l'Indre - Brenne
36199;Sainte-Lizaigne;243600236;CC du Pays d'Issoudun
36200;Saint-Marcel;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36202;Saint-Maur;243600327;CA Châteauroux Métropole
36203;Saint-Médard;200035848;CC du Châtillonnais en Berry
36204;Saint-Michel-en-Brenne;243600343;CC Cœur de Brenne
36205;Saint-Pierre-de-Jards;200068880;CC Champagne Boischauts
36207;Saint-Plantaire;200007052;CC de la Marche Berrichonne
36208;Sainte-Sévère-sur-Indre;243600350;CC de la Châtre et Sainte-Sévère
36209;Saint-Valentin;200068880;CC Champagne Boischauts
36210;Sarzay;243600350;CC de la Châtre et Sainte-Sévère
36211;Sassierges-Saint-Germain;243600327;CA Châteauroux Métropole
36212;Saulnay;243600343;CC Cœur de Brenne
36213;Sauzelles;243600319;CC Brenne - Val de Creuse
36214;Sazeray;243600350;CC de la Châtre et Sainte-Sévère
36215;Ségry;243600236;CC du Pays d'Issoudun
36216;Selles-sur-Nahon;200040558;CC Écueillé-Valençay
36217;Sembleçay;243600202;CC Chabris - Pays de Bazelle
36218;Sougé;243600301;CC Val de l'Indre - Brenne
36219;Tendu;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36220;Thenay;243600319;CC Brenne - Val de Creuse
36221;Thevet-Saint-Julien;243600350;CC de la Châtre et Sainte-Sévère
36222;Thizay;200068880;CC Champagne Boischauts
36223;Tilly;200035137;CC Marche Occitane - Val d'Anglin
36224;Tournon-Saint-Martin;243600319;CC Brenne - Val de Creuse
36225;Le Tranger;200035848;CC du Châtillonnais en Berry
36226;Tranzault;200018521;CC du Val de Bouzanne
36227;Urciers;243600350;CC de la Châtre et Sainte-Sévère
36228;Valençay;200040558;CC Écueillé-Valençay
36229;Val-Fouzon;243600202;CC Chabris - Pays de Bazelle
36230;Vatan;200068880;CC Champagne Boischauts
36231;Velles;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36232;Vendœuvres;243600301;CC Val de l'Indre - Brenne
36233;La Vernelle;200040558;CC Écueillé-Valençay
36234;Verneuil-sur-Igneraie;243600350;CC de la Châtre et Sainte-Sévère
36235;Veuil;200040558;CC Écueillé-Valençay
36236;Vicq-Exemplet;243600350;CC de la Châtre et Sainte-Sévère
36237;Vicq-sur-Nahon;200040558;CC Écueillé-Valençay
36238;Vigoulant;243600350;CC de la Châtre et Sainte-Sévère
36239;Vigoux;243600319;CC Brenne - Val de Creuse
36240;Vijon;243600350;CC de la Châtre et Sainte-Sévère
36241;Villedieu-sur-Indre;243600301;CC Val de l'Indre - Brenne
36242;Villegongis;243600293;CC Levroux Boischaut Champagne
36243;Villegouin;200040558;CC Écueillé-Valençay
36244;Villentrois-Faverolles-en-Berry;200040558;CC Écueillé-Valençay
36246;Villiers;243600343;CC Cœur de Brenne
36247;Vineuil;243600293;CC Levroux Boischaut Champagne
36248;Vouillon;200068880;CC Champagne Boischauts
37001;Abilly;200071587;CC Loches Sud Touraine
37002;Ambillou;200072981;CC Touraine Ouest Val de Loire
37003;Amboise;200043065;CC du Val d'Amboise
37004;Anché;200043081;CC Chinon, Vienne et Loire
37005;Antogny-le-Tillac;200072668;CC Touraine Val de Vienne
37006;Artannes-sur-Indre;200072650;CC Touraine Vallée de l'Indre
37007;Assay;200072668;CC Touraine Val de Vienne
37008;Athée-sur-Cher;243700820;CC Autour de Chenonceaux Bléré-Val de Cher
37009;Autrèche;243700499;CC du Castelrenaudais
37010;Auzouer-en-Touraine;243700499;CC du Castelrenaudais
37011;Avoine;200043081;CC Chinon, Vienne et Loire
37012;Avon-les-Roches;200072668;CC Touraine Val de Vienne
37013;Avrillé-les-Ponceaux;200072981;CC Touraine Ouest Val de Loire
37014;Azay-le-Rideau;200072650;CC Touraine Vallée de l'Indre
37015;Azay-sur-Cher;200073161;CC Touraine-Est Vallées
37016;Azay-sur-Indre;200071587;CC Loches Sud Touraine
37018;Ballan-Miré;243700754;Tours Métropole Val de Loire
37019;Barrou;200071587;CC Loches Sud Touraine
37020;Beaulieu-lès-Loches;200071587;CC Loches Sud Touraine
37021;Beaumont-Louestault;200073237;CC de Gâtine-Racan
37022;Beaumont-en-Véron;200043081;CC Chinon, Vienne et Loire
37023;Beaumont-Village;200071587;CC Loches Sud Touraine
37024;Benais;200072981;CC Touraine Ouest Val de Loire
37025;Berthenay;243700754;Tours Métropole Val de Loire
37026;Betz-le-Château;200071587;CC Loches Sud Touraine
37027;Bléré;243700820;CC Autour de Chenonceaux Bléré-Val de Cher
37028;Bossay-sur-Claise;200071587;CC Loches Sud Touraine
37029;Bossée;200071587;CC Loches Sud Touraine
37030;Le Boulay;243700499;CC du Castelrenaudais
37031;Bourgueil;200072981;CC Touraine Ouest Val de Loire
37032;Bournan;200071587;CC Loches Sud Touraine
37033;Boussay;200071587;CC Loches Sud Touraine
37034;Braslou;200072668;CC Touraine Val de Vienne
37035;Braye-sous-Faye;200072668;CC Touraine Val de Vienne
37036;Braye-sur-Maulne;200072981;CC Touraine Ouest Val de Loire
37037;Brèches;200072981;CC Touraine Ouest Val de Loire
37038;Bréhémont;200072650;CC Touraine Vallée de l'Indre
37039;Bridoré;200071587;CC Loches Sud Touraine
37040;Brizay;200072668;CC Touraine Val de Vienne
37041;Bueil-en-Touraine;200073237;CC de Gâtine-Racan
37042;Candes-Saint-Martin;200043081;CC Chinon, Vienne et Loire
37043;Cangey;200043065;CC du Val d'Amboise
37044;La Celle-Guenand;200071587;CC Loches Sud Touraine
37045;La Celle-Saint-Avant;200071587;CC Loches Sud Touraine
37046;Céré-la-Ronde;243700820;CC Autour de Chenonceaux Bléré-Val de Cher
37047;Cerelles;200073237;CC de Gâtine-Racan
37048;Chambon;200071587;CC Loches Sud Touraine
37049;Chambourg-sur-Indre;200071587;CC Loches Sud Touraine
37050;Chambray-lès-Tours;243700754;Tours Métropole Val de Loire
37051;Champigny-sur-Veude;200072668;CC Touraine Val de Vienne
37052;Chançay;200073161;CC Touraine-Est Vallées
37053;Chanceaux-près-Loches;200071587;CC Loches Sud Touraine
37054;Chanceaux-sur-Choisille;243700754;Tours Métropole Val de Loire
37055;Channay-sur-Lathan;200072981;CC Touraine Ouest Val de Loire
37056;La Chapelle-aux-Naux;200072650;CC Touraine Vallée de l'Indre
37057;La Chapelle-Blanche-Saint-Martin;200071587;CC Loches Sud Touraine
37058;La Chapelle-sur-Loire;200072981;CC Touraine Ouest Val de Loire
37059;Charentilly;200073237;CC de Gâtine-Racan
37060;Chargé;200043065;CC du Val d'Amboise
37061;Charnizay;200071587;CC Loches Sud Touraine
37062;Château-la-Vallière;200072981;CC Touraine Ouest Val de Loire
37063;Château-Renault;243700499;CC du Castelrenaudais
37064;Chaumussay;200071587;CC Loches Sud Touraine
37065;Chaveignes;200072668;CC Touraine Val de Vienne
37066;Chédigny;200071587;CC Loches Sud Touraine
37067;Cheillé;200072650;CC Touraine Vallée de l'Indre
37068;Chemillé-sur-Dême;200073237;CC de Gâtine-Racan
37069;Chemillé-sur-Indrois;200071587;CC Loches Sud Touraine
37070;Chenonceaux;243700820;CC Autour de Chenonceaux Bléré-Val de Cher
37071;Chezelles;200072668;CC Touraine Val de Vienne
37072;Chinon;200043081;CC Chinon, Vienne et Loire
37073;Chisseaux;243700820;CC Autour de Chenonceaux Bléré-Val de Cher
37074;Chouzé-sur-Loire;200043081;CC Chinon, Vienne et Loire
37075;Cigogné;243700820;CC Autour de Chenonceaux Bléré-Val de Cher
37076;Cinais;200043081;CC Chinon, Vienne et Loire
37077;Cinq-Mars-la-Pile;200072981;CC Touraine Ouest Val de Loire
37078;Ciran;200071587;CC Loches Sud Touraine
37079;Civray-de-Touraine;243700820;CC Autour de Chenonceaux Bléré-Val de Cher
37080;Civray-sur-Esves;200071587;CC Loches Sud Touraine
37081;Cléré-les-Pins;200072981;CC Touraine Ouest Val de Loire
37082;Continvoir;200072981;CC Touraine Ouest Val de Loire
37083;Cormery;200071587;CC Loches Sud Touraine
37084;Couesmes;200072981;CC Touraine Ouest Val de Loire
37085;Courçay;243700820;CC Autour de Chenonceaux Bléré-Val de Cher
37086;Courcelles-de-Touraine;200072981;CC Touraine Ouest Val de Loire
37087;Courcoué;200072668;CC Touraine Val de Vienne
37088;Couziers;200043081;CC Chinon, Vienne et Loire
37089;Cravant-les-Côteaux;200043081;CC Chinon, Vienne et Loire
37090;Crissay-sur-Manse;200072668;CC Touraine Val de Vienne
37091;La Croix-en-Touraine;243700820;CC Autour de Chenonceaux Bléré-Val de Cher
37092;Crotelles;243700499;CC du Castelrenaudais
37093;Crouzilles;200072668;CC Touraine Val de Vienne
37094;Cussay;200071587;CC Loches Sud Touraine
37095;Dame-Marie-les-Bois;243700499;CC du Castelrenaudais
37096;Dierre;243700820;CC Autour de Chenonceaux Bléré-Val de Cher
37097;Dolus-le-Sec;200071587;CC Loches Sud Touraine
37098;Draché;200071587;CC Loches Sud Touraine
37099;Druye;243700754;Tours Métropole Val de Loire
37100;Épeigné-les-Bois;243700820;CC Autour de Chenonceaux Bléré-Val de Cher
37101;Épeigné-sur-Dême;200073237;CC de Gâtine-Racan
37103;Esves-le-Moutier;200071587;CC Loches Sud Touraine
37104;Esvres;200072650;CC Touraine Vallée de l'Indre
37105;Faye-la-Vineuse;200072668;CC Touraine Val de Vienne
37106;La Ferrière;243700499;CC du Castelrenaudais
37107;Ferrière-Larçon;200071587;CC Loches Sud Touraine
37108;Ferrière-sur-Beaulieu;200071587;CC Loches Sud Touraine
37109;Fondettes;243700754;Tours Métropole Val de Loire
37110;Francueil;243700820;CC Autour de Chenonceaux Bléré-Val de Cher
37111;Genillé;200071587;CC Loches Sud Touraine
37112;Gizeux;200072981;CC Touraine Ouest Val de Loire
37113;Le Grand-Pressigny;200071587;CC Loches Sud Touraine
37114;La Guerche;200071587;CC Loches Sud Touraine
37115;Descartes;200071587;CC Loches Sud Touraine
37116;Les Hermites;243700499;CC du Castelrenaudais
37117;Hommes;200072981;CC Touraine Ouest Val de Loire
37118;Huismes;200043081;CC Chinon, Vienne et Loire
37119;L'Île-Bouchard;200072668;CC Touraine Val de Vienne
37121;Jaulnay;200072668;CC Touraine Val de Vienne
37122;Joué-lès-Tours;243700754;Tours Métropole Val de Loire
37123;Langeais;200072981;CC Touraine Ouest Val de Loire
37124;Larçay;200073161;CC Touraine-Est Vallées
37125;Lémeré;200072668;CC Touraine Val de Vienne
37126;Lerné;200043081;CC Chinon, Vienne et Loire
37127;Le Liège;200071587;CC Loches Sud Touraine
37128;Lignières-de-Touraine;200072650;CC Touraine Vallée de l'Indre
37129;Ligré;200072668;CC Touraine Val de Vienne
37130;Ligueil;200071587;CC Loches Sud Touraine
37131;Limeray;200043065;CC du Val d'Amboise
37132;Loches;200071587;CC Loches Sud Touraine
37133;Loché-sur-Indrois;200071587;CC Loches Sud Touraine
37134;Louans;200071587;CC Loches Sud Touraine
37136;Le Louroux;200071587;CC Loches Sud Touraine
37137;Lublé;200072981;CC Touraine Ouest Val de Loire
37138;Lussault-sur-Loire;200043065;CC du Val d'Amboise
37139;Luynes;243700754;Tours Métropole Val de Loire
37140;Luzé;200072668;CC Touraine Val de Vienne
37141;Luzillé;243700820;CC Autour de Chenonceaux Bléré-Val de Cher
37142;Maillé;200072668;CC Touraine Val de Vienne
37143;Manthelan;200071587;CC Loches Sud Touraine
37144;Marçay;200043081;CC Chinon, Vienne et Loire
37145;Marcé-sur-Esves;200071587;CC Loches Sud Touraine
37146;Marcilly-sur-Maulne;200072981;CC Touraine Ouest Val de Loire
37147;Marcilly-sur-Vienne;200072668;CC Touraine Val de Vienne
37148;Marigny-Marmande;200072668;CC Touraine Val de Vienne
37149;Marray;200073237;CC de Gâtine-Racan
37150;Mazières-de-Touraine;200072981;CC Touraine Ouest Val de Loire
37151;La Membrolle-sur-Choisille;243700754;Tours Métropole Val de Loire
37152;Mettray;243700754;Tours Métropole Val de Loire
37153;Monnaie;200073161;CC Touraine-Est Vallées
37154;Montbazon;200072650;CC Touraine Vallée de l'Indre
37155;Monthodon;243700499;CC du Castelrenaudais
37156;Montlouis-sur-Loire;200073161;CC Touraine-Est Vallées
37157;Montrésor;200071587;CC Loches Sud Touraine
37158;Montreuil-en-Touraine;200043065;CC du Val d'Amboise
37159;Monts;200072650;CC Touraine Vallée de l'Indre
